,index,benchmark,label,runtime,runtime_label,error,error_label,runtime_pred,error_pred,runtime_score,error_score
34,34,spec_lbm,INVALID,237.556677978,0,1.7766421800468e-07,0,-1.0,-1.0,-1.0,-1.0
35,35,spec_lbm,INVALID,242.440903522,0,1.6702809225782e-05,0,-1.0,-1.0,-1.0,-1.0
36,36,spec_lbm,INVALID,221.760836301,1,2.4195073063745e-05,0,-1.0,-1.0,-1.0,-1.0
37,37,spec_lbm,INVALID,234.046181947,1,2.1027169263194e-07,0,-1.0,-1.0,-1.0,-1.0
38,38,spec_lbm,INVALID,238.181857079,0,2.9577722082206e-05,0,-1.0,-1.0,-1.0,-1.0
39,39,spec_lbm,VALID,245.867928033,0,1.2680221448289e-08,1,-1.0,-1.0,-1.0,-1.0
40,40,spec_lbm,INVALID,223.492206793,1,2.4903038192023e-05,0,-1.0,-1.0,-1.0,-1.0
41,41,spec_lbm,INVALID,241.053679556,0,2.013553426686e-07,0,-1.0,-1.0,-1.0,-1.0
42,42,spec_lbm,INVALID,235.676416552,0,2.9906982254149e-05,0,-1.0,-1.0,-1.0,-1.0
43,43,spec_lbm,INVALID,245.800770577,0,1.9936385583182e-07,0,-1.0,-1.0,-1.0,-1.0
44,44,spec_lbm,INVALID,238.053002823,0,1.775360853035e-07,0,-1.0,-1.0,-1.0,-1.0
45,45,spec_lbm,INVALID,234.274757202,1,1.6702815872704e-05,0,-1.0,-1.0,-1.0,-1.0
46,46,spec_lbm,INVALID,235.340687507,0,2.9732448091908e-05,0,-1.0,-1.0,-1.0,-1.0
47,47,spec_lbm,VALID,231.864635853,1,1.2680766270325e-08,1,-1.0,-1.0,-1.0,-1.0
48,48,spec_lbm,INVALID,235.281177562,0,1.0115968015636e-05,0,-1.0,-1.0,-1.0,-1.0
49,49,spec_lbm,VALID,222.972405033,1,8.7051169706258e-09,1,-1.0,-1.0,-1.0,-1.0
50,50,spec_lbm,INVALID,232.579305439,1,2.9237844968696e-05,0,-1.0,-1.0,-1.0,-1.0
51,51,spec_lbm,INVALID,229.835191178,1,1.7591843963848e-07,0,-1.0,-1.0,-1.0,-1.0
52,52,spec_lbm,INVALID,232.97463868,1,6.7681802157211e-06,0,-1.0,-1.0,-1.0,-1.0
53,53,spec_lbm,INVALID,231.640092272,1,1.7106637374332e-07,0,-1.0,-1.0,-1.0,-1.0
54,54,spec_lbm,INVALID,228.690566337,1,2.9061773489799e-05,0,-1.0,-1.0,-1.0,-1.0
55,55,spec_lbm,INVALID,243.083756262,0,1.9601036355987e-07,0,-1.0,-1.0,-1.0,-1.0
56,56,spec_lbm,INVALID,239.271648721,0,1.2204841308644e-05,0,-1.0,-1.0,-1.0,-1.0
